Dialogs	AR_HiddenFreestriderSafe_3,PC,AR,CHOICE,Intéressant. I'll have to come back when Viira isn't around.,,,,,,,,	AR_HiddenFreestriderSafe_3,PC,AR,CHOICE,Intéressant. Je devrai revenir quand Viira ne sera pas là.,,,,,,,,
Dialogs	CB_Bondavol_20,PC,CB,CHOICE,""« Hm ? Quoi ? »" (Weigh the gemstone in your hand.)",,,,,,,,	CB_Bondavol_20,PC,CB,CHOICE,« Hm ? Quoi ? » (Soupeser la gemme dans ta main.),,,,,,,,
Dialogs	CB_Dancer_21,PC,CB,CHOICE,"(Donner un coup de coude à Snell.) ""You think we should do something with this?""",,,,,,,,	CB_Dancer_21,PC,CB,CHOICE,(Donner un coup de coude à Snell.) « Tu penses qu'on devrait faire quelque chose avec ça ? »,,,,,,,,
Dialogs	CB_DeadAdventurer_87,PC,CB,CHOICE,"""The Trove of Esuth. Intéressant.""",,,,,,,,	CB_DeadAdventurer_87,PC,CB,CHOICE,« Le Trésor d'Esuth. Intéressant. »,,,,,,,,
Dialogs	CB_HallwaySolution_861,PC,CB,CHOICE,""« Tu sais... »" (Gesture towards him.) ""It's good to see this.""",,,,,,,,	CB_HallwaySolution_861,PC,CB,CHOICE,« Tu sais... » (Faire un geste vers lui.) « Ça fait du bien de voir ça. »,,,,,,,,
Dialogs	CB_LordPuu_211,PC,CB,CHOICE,"""A green witch? Intéressant. Where can I find her?""",,,,,,,,	CB_LordPuu_211,PC,CB,CHOICE,« Une sorcière verte ? Intéressant. Où puis-je la trouver ? »,,,,,,,,
Dialogs	CB_Moongore_250,PC,CB,CHOICE,""« J'ai trouvé l'homme en jaune. Celui qui vous a charmée. »" (Get ready to show how you avenged her.)",,,,,,,,	CB_Moongore_250,PC,CB,CHOICE,« J'ai trouvé l'homme en jaune. Celui qui vous a charmée. » (Se préparer à montrer comment vous l'avez vengée.),,,,,,,,
Dialogs	DN_Darrow_802,PC,DN,CHOICE,"""I went in through the back. Évidemment.""",,,,,,,,	DN_Darrow_802,PC,DN,CHOICE,« Je suis entré par derrière. Évidemment. »,,,,,,,,
Dialogs	DN_Darrow_869,PC,DN,CHOICE,"""I went in through the back. Évidemment.""",,,,,,,,	DN_Darrow_869,PC,DN,CHOICE,« Je suis entré par derrière. Évidemment. »,,,,,,,,
Dialogs	EP_Alfoz_6,PC,EP,CHOICE,""« Bonjour. »" (Bow your head slightly.)",,,,,,,,	EP_Alfoz_6,PC,EP,CHOICE,« Bonjour. » (Incliner légèrement la tête.),,,,,,,,
