LL_Zombie	You approach a shambling man by the apple pile.	Tu t'approches d'un homme titubant près du tas de pommes.
LL_Zombie	He does not acknowledge your presence.	Il ne reconnaît pas ta présence.
LL_Zombie	Bites you and then just ignores you? How rude.	Il te mord puis t'ignore ? Quel manque d'éducation.
LL_Zombie	He is unaware of you.	Il n'a pas conscience de toi.
LL_Zombie	(Just stare at him.)	(Se contenter de le fixer.)
LL_Zombie	Glancing under his hood you catch a blank expression spread upon a dried face.	En jetant un œil sous sa capuche, tu surprends une expression vide étalée sur un visage desséché.
LL_Zombie	This a dead guy? Damn.	Un macchabée ? Sapristi.
LL_Zombie	Try not to get bit.	Tâche de ne pas te faire mordre.
LL_Zombie	Most likely.	Très probablement.
LL_Zombie	The goblin remains at a healthy distance.	Le gobelin se tient à distance raisonnable.
LL_Zombie	Yes. It is.	Oui. En effet.
LL_Zombie	Now answer the call of <b>duty</b>.	Réponds maintenant à l'appel du <b>devoir</b>.
LL_Zombie	You are required to deal with it.	Il t'incombe d'en finir.
LL_Zombie	He does not even turn to look at you.	Il ne daigne même pas se retourner vers toi.
LL_Zombie	Why is this man not listening to me?	Pourquoi cet homme ne m'écoute-t-il pas ?
LL_Zombie	The man does not appear to react in any way to being poked.	L'homme ne semble réagir d'aucune façon au fait qu'on le tâte.
LL_Zombie	But he <i>is</i>.	Mais il en est <i>bien</i> un.
LL_Zombie	The goblin is thinking two words.	Le gobelin pense à deux mots.
LL_Zombie	<i>DO. NOT.</i>	<i>NE. PAS.</i>
LL_Zombie	His glassy dark eyes just stare forward into... nothing.	Ses yeux sombres et vitreux fixent droit devant... le vide.
LL_Zombie	Wait... is this a zombie?	Attends... est-ce un zombie ?
LL_Zombie	This is a reanimated corpse.	C'est un cadavre réanimé.
LL_Zombie	Probably a work-zombie. Although it has been illegal to employ undead since the Bone Purge of '11.	Sans doute un zombie ouvrier. Bien qu'il soit illégal d'employer des morts-vivants depuis la Purge des Os de '11.
LL_Zombie	The zombie does not look at you.	Le zombie ne te regarde pas.
LL_Zombie	What's he doing?	Que fait-il ?
LL_Zombie	Should I... defeat this zombie?	Devrais-je... vaincre ce zombie ?
