LL_Zombie	\"AGRARIAN! WE NEED TO VOTE AGRARIAN! IF WE DON'T, THE EARTH WILL BE SALTED AND THE LAND WILL BE CURSED! <shake>AGRARIAN</shake>!\"	« AGRARIEN ! IL FAUT VOTER AGRARIEN ! SI NOUS NE LE FAISONS PAS, LA TERRE SERA SALÉE ET LE PAYS MAUDIT ! <shake>AGRARIEN</shake> ! »
LL_Zombie	\"Everything surrounding this so-called 'demo-cratic process' is madness. Everyone should just vote for me, to be their god-wizard-king. That way, I can solve all their problems, through magical dictatorship.\"	« Tout ce qui entoure ce prétendu 'processus démo-cratique' est folie. Tout le monde devrait voter pour moi, leur dieu-mage-roi. Ainsi, je résoudrai tous leurs problèmes, par dictature magique. »
LL_Zombie	\"Here, look at this,\"	« Tiens, regarde ça »
LL_Zombie	\"Huh. It's actually a zombie.\"	« Tiens. C'est en fait un zombie. »
LL_Zombie	\"I ORDER YOU TO... uh...\"	« JE T'ORDONNE DE... euh... »
LL_Zombie	\"I already got his tooth, so...\"	« J'ai déjà sa dent, donc... »
LL_Zombie	\"I don't want to fight anymore.\"	« Je ne veux plus me battre. »
LL_Zombie	\"I found this voting card over there. Is it yours?\"	« J'ai trouvé cette carte de vote là-bas. Est-elle à vous ? »
LL_Zombie	\"Just knock yourself out.\"	« Vas-y, fais-toi plaisir. »
LL_Zombie	\"Oh, right. Give me that fancy tooth, zombie.\"	« Ah oui. Donne-moi cette dent raffinée, zombie. »
LL_Zombie	\"SERVE ME, ABOMINATION!\"	« SERS-MOI, ABOMINATION ! »
LL_Zombie	\"What is your name, sir?\"	« Quel est votre nom, monsieur ? »
LL_Zombie	\"Zombies aren't, like, allowed, right?\"	« Les zombies, c'est pas autorisé, hein ? »
