PC_Thal	You see a merman standing by an apartment door in PC. 	Tu vois un homme-mer debout devant la porte d'un appartement dans PC. 
PC_Thal	He fiddles with the key, and hits the door multiple times. 	Il tripote la clé et frappe la porte plusieurs fois. 
PC_Thal	Whatever he does, he cannot seem to turn or remove the key in the lock. 	Quoi qu'il fasse, il n'arrive ni à tourner ni à retirer la clé de la serrure. 
PC_Thal	Clearly, it's jammed. 	Manifestement, elle est coincée. 
PC_Thal	But you could probably help with that... 	Mais tu pourrais sans doute l'aider... 
PC_Thal	You should leave him be. Nothing you can do to help. 	Tu devrais le laisser tranquille. Rien que tu puisses faire pour aider. 
PC_Thal	\"Uh. Hey, Thalassos.\" 	« Euh. Hé, Thalassos. » 
PC_Thal	The merman glances at Snell. Then he grunts and turns back to the door. 	L'homme-mer jette un œil à Snell. Puis il grogne et se retourne vers la porte. 
PC_Thal	He is very annoyed. 	Il est très agacé. 
PC_Thal	I should help. (Step up.) 	Je devrais aider. (S'avancer.) 
PC_Thal	E-Nah. I should go. 	Nan. Je devrais y aller. 
PC_Thal	The merman stares at you in silence as you step up to the door. 	L'homme-mer te fixe en silence pendant que tu t'avances vers la porte. 
PC_Thal	ROLL15 dex-Unjam the lock. 	Débloquer la serrure. 
PC_Thal	\"...Alright. I'll be your spotter.\" 	« ...D'accord. Je serai ton assureur. » 
PC_Thal	With nimble fingers you poke and prod the dwarven-designed lock. 	De tes doigts agiles, tu sondes et tâtonnes la serrure de conception naine. 
PC_Thal	Seems like there's been some... rust? 	On dirait qu'il y a eu un peu de... rouille ? 
PC_Thal	The moisture must be terrible down here. 	L'humidité doit être terrible ici-bas. 
PC_Thal	Hm. Yeah, you can handle this. Just go ahead and... 	Hm. Ouais, tu peux gérer ça. Vas-y et... 
PC_Thal	(Hit the stuck key in a particular direction, then shake the handle.) 	(Frapper la clé coincée dans une direction précise, puis secouer la poignée.) 
PC_Thal	As you do, immediately the key is freed from the jammed mechanism. 	Ce faisant, la clé se libère immédiatement du mécanisme coincé. 
PC_Thal	(Turn the key.) 	(Tourner la clé.) 
PC_Thal	With a satisfying click- the door is unlocked. 	Avec un déclic satisfaisant - la porte est déverrouillée. 
PC_Thal	Thalassos lets out a short grunt. 	Thalassos pousse un bref grognement. 
PC_Thal	(Hand him the key.) 	(Lui tendre la clé.) 
PC_Thal	He takes it, and places a hand on your shoulder. 	Il la prend et pose une main sur ton épaule. 
PC_Thal	\"<b>Efharistó polý</b>.\" 	« <b>Efharistó polý</b>. » 
PC_Thal	Thalassos then enters his apartment, and closes the door behind him. 	Thalassos entre ensuite dans son appartement et referme la porte derrière lui. 
PC_Thal	\"I think he's happy. I <i>think</i>.\" 	« Je crois qu'il est content. Je <i>crois</i>. » 
PC_Thal	E-Alright. 	Bien. 
PC_Thal	Uh oh. 	Oh-oh. 
PC_Thal	Oh no. 	Oh non. 
PC_Thal	Don't say that. (Keep trying the key.) 	Ne dis pas ça. (Continuer à essayer la clé.) 
