LL_ApplePile	You return to the pile of apples.	Tu reviens vers le tas de pommes.
LL_ApplePile	You stare at a pile of apples.	Tu fixes un tas de pommes.
LL_ApplePile	Walk away.	S'éloigner.
LL_ApplePile	If you know what's good for you.	Si tu sais ce qui est bon pour toi.
LL_ApplePile	Apples are good for you.	Les pommes te font du bien.
LL_ApplePile	These apples are not in pristine condition.	Ces pommes ne sont pas en parfait état.
LL_ApplePile	The goblin stands beside you, staring at the pile.	Le gobelin se tient à tes côtés, fixant le tas.
LL_ApplePile	\"Yup. Good harvest last year.\"	« Eh ouais. Bonne récolte l'an dernier. »
LL_ApplePile	Whose apples are these?	À qui sont ces pommes ?
LL_ApplePile	Should these be stored alongside corpses?	Devrait-on les entreposer à côté de cadavres ?
LL_ApplePile	E-(Nod to the pile.)	E-(Acquiescer au tas.)
LL_ApplePile	\"Yeah. Apples from last season. They couldn't be shipped out in time, and now they're just... slowly rotting here.\"	« Ouais. Pommes de la saison dernière. Elles n'ont pas pu être expédiées à temps, et maintenant elles... pourrissent lentement ici. »
LL_ApplePile	\"Just to be clear, I'm not in charge of exports. This is not my mess to deal with.\"	« Pour être clair, je m'occupe pas des exports. C'est pas mon foutoir à gérer. »
LL_ApplePile	\"Thank the gods.\"	« Que les dieux soient loués. »
LL_ApplePile	Just the biomass is immense. It would be an immense undertaking to move it.	Rien que la biomasse est immense. Ce serait une entreprise colossale de la déplacer.
LL_ApplePile	Esoteric aid would be suggestible.	Une aide ésotérique serait suggérable.
LL_ApplePile	They could just hand them out to people. For free.	Ils pourraient simplement les distribuer aux gens. Gratuitement.
LL_ApplePile	And devalue their stock? No way, hombre.	Et dévaloriser leur stock ? Pas question, hombre.
LL_ApplePile	Not yours.	Pas les tiennes.
LL_ApplePile	The only apple farm in Norvik would be the Goblin Garden. These apples are property of the HBWT.	La seule ferme à pommes de Norvik serait le Goblin Garden. Ces pommes sont la propriété du HBWT.
LL_ApplePile	Maybe they're grown somewhere around here. Or below.	Peut-être qu'elles sont cultivées par ici. Ou en dessous.
LL_ApplePile	From the ground. Or... from trees.	Du sol. Ou... d'arbres.
LL_ApplePile	Like potatoes. Or... tomatoes.	Comme des patates. Ou... des tomates.
LL_ApplePile	You are now hungry.	Tu as faim, maintenant.
LL_ApplePile	No. It's a health hazard.	Non. C'est un risque sanitaire.
LL_ApplePile	Of course not. It's nasty.	Bien sûr que non. C'est dégoûtant.
LL_ApplePile	It is just apples. They won't damage the corpses.	Ce ne sont que des pommes. Elles n'abîmeront pas les cadavres.
LL_ApplePile	It's certainly a violation against the city code. Probably.	C'est certainement une violation du code municipal. Sans doute.
LL_ApplePile	Something tells you that, no, they should not.	Quelque chose te dit que, non, elles ne devraient pas.
LL_ApplePile	You can certainly try.	Tu peux certainement essayer.
LL_ApplePile	It's not really a question of 'could'. It is a question of 'do you have the time?'	Ce n'est pas vraiment une question de « pouvoir ». C'est une question de « as-tu le temps ? »
LL_ApplePile	As well as, 'will your stomach survive the ordeal?'	Ainsi que : « ton estomac survivra-t-il à l'épreuve ? »
LL_ApplePile	You have a feeling it might be worth your while. But only if you push to the end.	Tu as l'impression que ça pourrait en valoir la peine. Mais seulement si tu vas jusqu'au bout.
LL_ApplePile	You are not capable of carrying such a tremendous burden.	Tu n'es pas capable de porter un tel fardeau.
LL_ApplePile	A tremendous challenge, worthy of your attention.	Un défi formidable, digne de ton attention.
LL_ApplePile	It would lead to death.	Cela mènerait à la mort.
LL_ApplePile	It would be greatly beneficial.	Ce serait grandement bénéfique.
LL_ApplePile	Eh. Don't waste your time here.	Bah. Ne perds pas ton temps ici.
